hub_file,slug,title,column,length,min_recommended
comparisons.csv,it-jusetsu-taimen,IT重説と対面の重要事項説明,memory_tip,13,15
comparisons.csv,tesuuryo-houshuu,手数料と報酬（媒介・代理）,common_mistakes,17,20
comparisons.csv,shikikin-reikin-hikaku,敷金と礼金（賃貸借）,common_mistakes,15,20
comparisons.csv,yotei-jukyo-baikai,予定住宅販売と一般媒介,common_mistakes,15,20
comparisons.csv,yotei-jukyo-baikai,予定住宅販売と一般媒介,memory_tip,13,15
comparisons.csv,koukoku-reins-hikaku,広告規制とレインズ義務,common_mistakes,17,20
comparisons.csv,koukoku-reins-hikaku,広告規制とレインズ義務,memory_tip,13,15
comparisons.csv,jutaku-hi-jutaku,住宅用・非住宅用の規制,common_mistakes,17,20
comparisons.csv,jutaku-hi-jutaku,住宅用・非住宅用の規制,memory_tip,12,15
comparisons.csv,shakuchi-shakka-hikaku,借地権と借家権,common_mistakes,17,20
comparisons.csv,chuko-shinsa-hyoka,中古住宅性能評価と35条説明,common_mistakes,16,20
comparisons.csv,chuko-shinsa-hyoka,中古住宅性能評価と35条説明,memory_tip,10,15
comparisons.csv,cooling-off-torihiki,クーリングオフと手付解除の制度比較,common_mistakes,16,20
comparisons.csv,cooling-off-torihiki,クーリングオフと手付解除の制度比較,memory_tip,13,15
comparisons.csv,kashihoken-futekigo,瑕疵担保と契約不適合,memory_tip,11,15
comparisons.csv,ju35-tsuika-koumoku,35条追加記載事項,common_mistakes,19,20
comparisons.csv,takken-gyosha-menkyo,宅建業免許（主業・従業）,common_mistakes,18,20
comparisons.csv,takken-gyosha-menkyo,宅建業免許（主業・従業）,memory_tip,13,15
comparisons.csv,takken-gyosha-hoshou,宅建業者保証と保証協会,common_mistakes,19,20
comparisons.csv,shitei-ryutsu-kiko,指定流通機構とレインズ,common_mistakes,15,20
comparisons.csv,shitei-ryutsu-kiko,指定流通機構とレインズ,memory_tip,14,15
comparisons.csv,houshuu-keisan-hikaku,報酬計算（売買・賃貸）,common_mistakes,15,20
comparisons.csv,houshuu-keisan-hikaku,報酬計算（売買・賃貸）,memory_tip,13,15
comparisons.csv,jiko-keiyaku-hikaku,自己契約と双方代理,common_mistakes,15,20
comparisons.csv,jutaku-kashi-hoshou,新築住宅の瑕疵担保と35条説明,common_mistakes,18,20
comparisons.csv,jutaku-kashi-hoshou,新築住宅の瑕疵担保と35条説明,memory_tip,12,15
comparisons.csv,touki-shoyu-ken,登記と所有権移転,memory_tip,13,15
comparisons.csv,s34-hoshou-kyokai,保証協会と営業保証金,memory_tip,11,15
comparisons.csv,s34-reins-touroku,レインズ登録義務と14日報告の比較,memory_tip,14,15
comparisons.csv,s34-houshuu-chintai,賃貸媒介報酬算定,memory_tip,12,15
comparisons.csv,s34-muken-dairin,無権代理と表見代理,memory_tip,14,15
comparisons.csv,s34-teitou-jikkou,抵当権実行手続,memory_tip,13,15
